Replicate,Plate,Group,Sample,Count,median,peak,sd,cv,rCV
Rep4-H2O2-Ctrl,d062721-180min-H2O2-M24KO-R4,180min,G1,10408,69961,73303,44189.15,58.59,58.51
Rep4-H2O2-Ctrl,d062721-180min-H2O2-M24KO-R4,180min,G3,11313,5959,6603,3431.11,50.97,49.11
Rep4-H2O2-Ctrl,d062721-180min-H2O2-M24KO-R4,180min,H1,10068,68081,66335,40641.84,55.36,53.67
Rep4-H2O2-Ctrl,d062721-180min-H2O2-M24KO-R4,180min,H3,11438,6333,6915,3644.52,51.28,48.98
Rep1-0Pi-Ctrl,d060521-210min-0Pi-M24KO,210min,A5,8715,35575,41267,14496.64,39.15,37.11
Rep1-0Pi-Ctrl,d060521-210min-0Pi-M24KO,210min,A6,11877,18935,20397,7955.97,39.41,38.7
Rep1-0Pi-Ctrl,d060521-210min-0Pi-M24KO,210min,A7,9420,8082,9830,4369.05,49,46.69
Rep1-0Pi-Ctrl,d060521-210min-0Pi-M24KO,210min,A8,10525,6997,7598,4186.83,53.29,51.62
Rep1-0Pi-Ctrl,d060521-210min-0Pi-M24KO,210min,B5,10046,32934,34812,14275.42,41.81,39.51
Rep1-0Pi-Ctrl,d060521-210min-0Pi-M24KO,210min,B6,11831,17470,17513,7232.76,39,38.25
Rep1-0Pi-Ctrl,d060521-210min-0Pi-M24KO,210min,B7,10613,8672,9478,4487.68,47.2,43.9
Rep1-0Pi-Ctrl,d060521-210min-0Pi-M24KO,210min,B8,12020,6288,8248,3631.44,51.7,47.98
Rep1-0Pi-Ctrl,d060521-210min-0Pi-M24KO,210min,C5,10942,40171,42289,15645.2,37.29,35.37
Rep1-0Pi-Ctrl,d060521-210min-0Pi-M24KO,210min,C6,11905,25061,27455,10859.82,41.13,39.63
Rep1-0Pi-Ctrl,d060521-210min-0Pi-M24KO,210min,C7,10550,7489,8251,3870.04,46.99,44.58
Rep1-0Pi-Ctrl,d060521-210min-0Pi-M24KO,210min,C8,10547,6942,8247,4156.57,53.5,50.74
Rep1-0Pi-Ctrl,d060521-210min-0Pi-M24KO,210min,D5,11161,39917,40275,16987.61,40.72,39.57
Rep1-0Pi-Ctrl,d060521-210min-0Pi-M24KO,210min,D7,11139,7456,9478,4052.36,49.63,45.77
Rep1-0Pi-Ctrl,d060521-210min-0Pi-M24KO,210min,E5,12306,33444,37415,14860.46,41.81,41.33
Rep1-0Pi-Ctrl,d060521-210min-0Pi-M24KO,210min,E7,10861,7990,7592,4195.83,47.64,45.05
Rep1-0Pi-Ctrl,d060521-210min-0Pi-M24KO,210min,F5,10865,22656,24459,9648.92,40.73,42.26
Rep1-0Pi-Ctrl,d060521-210min-0Pi-M24KO,210min,F7,10723,7129,7032,3865.3,49.07,47.44
Rep1-0Pi-Ctrl,d060521-210min-0Pi-M24KO,210min,G5,10733,24459,28111,9887,39.02,39.94
Rep1-0Pi-Ctrl,d060521-210min-0Pi-M24KO,210min,G7,10561,6994,7841,3756.78,48.71,47.57
Rep1-0Pi-Ctrl,d060521-210min-0Pi-M24KO,210min,H5,10891,22957,26836,9407.61,39.25,39.35
Rep1-0Pi-Ctrl,d060521-210min-0Pi-M24KO,210min,H7,10633,7485,8531,4086.92,49.69,47.95
Rep2-0Pi-Rep1-H2O2,d060621-210min-0Pi-M24KO,210min,A5,9347,35365,33994,14959.68,40.66,39.5
Rep2-0Pi-Rep1-H2O2,d060621-210min-0Pi-M24KO,210min,A6,11419,17446,18690,7614.81,41.42,40.18
Rep2-0Pi-Rep1-H2O2,d060621-210min-0Pi-M24KO,210min,A7,9828,53522,47870,25261.32,43.42,38.72
Rep2-0Pi-Rep1-H2O2,d060621-210min-0Pi-M24KO,210min,A8,10787,66043,73302,34828.62,51.86,40.4
Rep2-0Pi-Rep1-H2O2,d060621-210min-0Pi-M24KO,210min,B5,9018,35806,34011,14959.17,40.16,37.75
Rep2-0Pi-Rep1-H2O2,d060621-210min-0Pi-M24KO,210min,B6,11845,17558,18700,7338.82,39.55,39.43
Rep2-0Pi-Rep1-H2O2,d060621-210min-0Pi-M24KO,210min,B7,10431,42062,41283,20961.09,44.16,40.89
Rep2-0Pi-Rep1-H2O2,d060621-210min-0Pi-M24KO,210min,B8,10816,57623,56980,28510.13,45.3,40.96
Rep2-0Pi-Rep1-H2O2,d060621-210min-0Pi-M24KO,210min,C5,10816,40868,46635,16836.59,39.68,37.33
Rep2-0Pi-Rep1-H2O2,d060621-210min-0Pi-M24KO,210min,C6,11801,23659,28120,10243.01,41.01,39.65
Rep2-0Pi-Rep1-H2O2,d060621-210min-0Pi-M24KO,210min,C7,9823,55408,55507,26656.72,43.99,39.38
Rep2-0Pi-Rep1-H2O2,d060621-210min-0Pi-M24KO,210min,C8,9335,71879,67975,37470.41,48.07,40.16
Rep2-0Pi-Rep1-H2O2,d060621-210min-0Pi-M24KO,210min,D5,11145,40771,39302,18755.68,44.53,41.17
Rep2-0Pi-Rep1-H2O2,d060621-210min-0Pi-M24KO,210min,D7,10402,52799,52799,25482.4,44.28,39.12
Rep2-0Pi-Rep1-H2O2,d060621-210min-0Pi-M24KO,210min,E5,11464,36105,41234,15149.11,40.08,38.44
Rep2-0Pi-Rep1-H2O2,d060621-210min-0Pi-M24KO,210min,E7,10575,53146,54168,24713.89,42.96,37.56
Rep2-0Pi-Rep1-H2O2,d060621-210min-0Pi-M24KO,210min,F5,11582,22052,20879,9352.01,40.92,41.09
Rep2-0Pi-Rep1-H2O2,d060621-210min-0Pi-M24KO,210min,F7,10165,53171,52852,26450.02,45.66,40.89
Rep2-0Pi-Rep1-H2O2,d060621-210min-0Pi-M24KO,210min,G5,11562,21147,22354,8852.25,40.55,40.22
Rep2-0Pi-Rep1-H2O2,d060621-210min-0Pi-M24KO,210min,G7,10238,56993,63044,29375.27,47.86,42.35
Rep2-0Pi-Rep1-H2O2,d060621-210min-0Pi-M24KO,210min,H5,11744,20642,21832,8903.11,41.52,41.39
Rep2-0Pi-Rep1-H2O2,d060621-210min-0Pi-M24KO,210min,H7,9779,54599,54135,28858.51,49.13,42.74
Rep3-0Pi-Rep2-H2O2,d061221-210min-0Pi-M24KO,210min,A5,11851,32659,33992,14161.11,41.52,40.17
Rep3-0Pi-Rep2-H2O2,d061221-210min-0Pi-M24KO,210min,A6,12317,17326,18712,7530.89,40.98,40.03
Rep3-0Pi-Rep2-H2O2,d061221-210min-0Pi-M24KO,210min,A7,10656,53936,55450,26695.48,46.13,39.99
Rep3-0Pi-Rep2-H2O2,d061221-210min-0Pi-M24KO,210min,A8,12200,58720,64659,28784.37,46.96,40.83
Rep3-0Pi-Rep2-H2O2,d061221-210min-0Pi-M24KO,210min,B5,12817,31505,35635,12900.75,39.84,36.96
Rep3-0Pi-Rep2-H2O2,d061221-210min-0Pi-M24KO,210min,B6,12974,18478,18693,7614.19,39.1,38.82
Rep3-0Pi-Rep2-H2O2,d061221-210min-0Pi-M24KO,210min,B7,11460,44152,41249,22516.98,45.95,41.08
Rep3-0Pi-Rep2-H2O2,d061221-210min-0Pi-M24KO,210min,B8,12714,58425,56982,29253.19,47.54,40.9
Rep3-0Pi-Rep2-H2O2,d061221-210min-0Pi-M24KO,210min,C5,11841,35534,35656,15886,42.53,40.78
Rep3-0Pi-Rep2-H2O2,d061221-210min-0Pi-M24KO,210min,C6,13178,22481,23898,9776.88,41.38,41.3
Rep3-0Pi-Rep2-H2O2,d061221-210min-0Pi-M24KO,210min,C7,11017,58755,59952,28031.17,44.17,38.72
Rep3-0Pi-Rep2-H2O2,d061221-210min-0Pi-M24KO,210min,C8,10576,65366,69694,34957.47,50.54,44.25
Rep3-0Pi-Rep2-H2O2,d061221-210min-0Pi-M24KO,210min,D5,13726,35328,37392,14730.4,39.93,38.04
Rep3-0Pi-Rep2-H2O2,d061221-210min-0Pi-M24KO,210min,D7,12899,58045,55498,27061.55,43.53,37.15
Rep3-0Pi-Rep2-H2O2,d061221-210min-0Pi-M24KO,210min,E5,13478,33597,35672,14051.33,40.01,39.28
Rep3-0Pi-Rep2-H2O2,d061221-210min-0Pi-M24KO,210min,E7,12063,57121,52810,26817.9,43.82,37.45
Rep3-0Pi-Rep2-H2O2,d061221-210min-0Pi-M24KO,210min,F5,13612,19479,20854,8648.39,41.89,40.95
Rep3-0Pi-Rep2-H2O2,d061221-210min-0Pi-M24KO,210min,F7,11908,59578,58402,31822.69,50.24,43.6
Rep3-0Pi-Rep2-H2O2,d061221-210min-0Pi-M24KO,210min,G5,13337,20993,25638,9479.35,43.77,43.27
Rep3-0Pi-Rep2-H2O2,d061221-210min-0Pi-M24KO,210min,G7,11294,58318,64624,31794.81,51.36,46.21
Rep3-0Pi-Rep2-H2O2,d061221-210min-0Pi-M24KO,210min,H5,13382,20511,21847,8944.73,41.39,40.71
Rep3-0Pi-Rep2-H2O2,d061221-210min-0Pi-M24KO,210min,H7,11430,61390,66287,36213.84,56.51,50.27
Rep3-H2O2-Ctrl,d062621-210min-H2O2-M24KO,210min,A5,11221,58640,66221,31880.09,50.37,45.66
Rep3-H2O2-Ctrl,d062621-210min-H2O2-M24KO,210min,A6,11971,67777,81266,39754.07,55.75,50.68
Rep3-H2O2-Ctrl,d062621-210min-H2O2-M24KO,210min,A7,11105,7549,8256,4068.66,48.81,45.86
Rep3-H2O2-Ctrl,d062621-210min-H2O2-M24KO,210min,A8,12236,5796,7595,3116.08,49.03,47.24
Rep3-H2O2-Ctrl,d062621-210min-H2O2-M24KO,210min,B5,10018,42082,42250,22112.4,46.93,46.42
Rep3-H2O2-Ctrl,d062621-210min-H2O2-M24KO,210min,B6,14696,71269,75266,37849.56,51.01,44.23
Rep3-H2O2-Ctrl,d062621-210min-H2O2-M24KO,210min,B7,10954,8385,9315,4465.16,48.12,46.24
Rep3-H2O2-Ctrl,d062621-210min-H2O2-M24KO,210min,B8,12425,5689,7135,3053.84,48.59,46.44
Rep3-H2O2-Ctrl,d062621-210min-H2O2-M24KO,210min,C5,10822,53077,54157,29657.5,51.35,46.66
Rep3-H2O2-Ctrl,d062621-210min-H2O2-M24KO,210min,C6,13502,73988,73325,36937.47,47.71,40.86
Rep3-H2O2-Ctrl,d062621-210min-H2O2-M24KO,210min,C7,11880,7180,7719,3994.2,49.89,46.75
Rep3-H2O2-Ctrl,d062621-210min-H2O2-M24KO,210min,C8,11749,5983,7352,3475.95,52.53,49.44
Rep3-H2O2-Ctrl,d062621-210min-H2O2-M24KO,210min,D5,14642,58271,59884,26264.01,42.11,36.6
Rep3-H2O2-Ctrl,d062621-210min-H2O2-M24KO,210min,D7,13946,6364,7479,3283.65,47.05,42.76
Rep3-H2O2-Ctrl,d062621-210min-H2O2-M24KO,210min,E5,11063,61897,58371,33580.86,49.78,46.32
Rep3-H2O2-Ctrl,d062621-210min-H2O2-M24KO,210min,E7,12236,7131,7359,3819.81,48.82,46.06
Rep3-H2O2-Ctrl,d062621-210min-H2O2-M24KO,210min,F5,10230,67823,75306,36601.79,50.11,44.7
Rep3-H2O2-Ctrl,d062621-210min-H2O2-M24KO,210min,F7,11115,6311,8681,3482.02,49.8,47.64
Rep3-H2O2-Ctrl,d062621-210min-H2O2-M24KO,210min,G5,10680,69021,66203,37928.78,50.48,45.87
Rep3-H2O2-Ctrl,d062621-210min-H2O2-M24KO,210min,G7,11866,6510,6609,3638.84,50.55,47.85
Rep3-H2O2-Ctrl,d062621-210min-H2O2-M24KO,210min,H5,11339,67817,67986,38670,53.54,49.79
Rep3-H2O2-Ctrl,d062621-210min-H2O2-M24KO,210min,H7,11763,6224,7717,3421.85,49.9,48.12
Rep4-H2O2-Ctrl,d062721-210min-H2O2-M24KO-R4,210min,A5,12359,50215,50293,26073.54,48.14,41.76
Rep4-H2O2-Ctrl,d062721-210min-H2O2-M24KO-R4,210min,A6,12602,60117,64530,32732.43,52.52,48.61
Rep4-H2O2-Ctrl,d062721-210min-H2O2-M24KO-R4,210min,A7,10862,6950,7719,4202.38,53.48,49.29
Rep4-H2O2-Ctrl,d062721-210min-H2O2-M24KO-R4,210min,A8,13533,6524,6705,4089.89,55.39,50.25
Rep4-H2O2-Ctrl,d062721-210min-H2O2-M24KO-R4,210min,B5,12116,40247,34040,22311.92,48.92,45.3
Rep4-H2O2-Ctrl,d062721-210min-H2O2-M24KO-R4,210min,B6,13472,64759,71603,34044.82,50.91,45.43
Rep4-H2O2-Ctrl,d062721-210min-H2O2-M24KO-R4,210min,B7,10768,7899,7984,4357.02,49.61,46.13
Rep4-H2O2-Ctrl,d062721-210min-H2O2-M24KO-R4,210min,B8,12113,6519,7721,4253.64,56.95,51.94
Rep4-H2O2-Ctrl,d062721-210min-H2O2-M24KO-R4,210min,C5,10841,60249,61394,31079.89,47.32,43.22
Rep4-H2O2-Ctrl,d062721-210min-H2O2-M24KO-R4,210min,C6,10593,78620,94812,50622.73,61.44,57.42
Rep4-H2O2-Ctrl,d062721-210min-H2O2-M24KO-R4,210min,C7,11788,7305,7364,4063.17,49.98,46.61
Rep4-H2O2-Ctrl,d062721-210min-H2O2-M24KO-R4,210min,C8,10814,6901,7845,5142.73,63.53,56.43
Rep4-H2O2-Ctrl,d062721-210min-H2O2-M24KO-R4,210min,D5,11181,60232,55526,30186.41,45.59,42.01
Rep4-H2O2-Ctrl,d062721-210min-H2O2-M24KO-R4,210min,D7,13151,6576,6707,3548.56,48.75,45.68
Rep4-H2O2-Ctrl,d062721-210min-H2O2-M24KO-R4,210min,E5,11041,60517,54170,30315.48,45.81,40.87
Rep4-H2O2-Ctrl,d062721-210min-H2O2-M24KO-R4,210min,E7,12953,7159,8117,3949.03,49.75,46.29
Rep4-H2O2-Ctrl,d062721-210min-H2O2-M24KO-R4,210min,F5,10209,61155,64542,36750.34,55.34,51.36
Rep4-H2O2-Ctrl,d062721-210min-H2O2-M24KO-R4,210min,F7,11039,6864,7597,4393.58,56.38,51.49
Rep4-H2O2-Ctrl,d062721-210min-H2O2-M24KO-R4,210min,G5,11347,63064,58388,35100.46,51.75,48.2
Rep4-H2O2-Ctrl,d062721-210min-H2O2-M24KO-R4,210min,G7,11339,6943,7134,4134.63,53.14,49.9
Rep4-H2O2-Ctrl,d062721-210min-H2O2-M24KO-R4,210min,H5,13142,59453,62971,30481.06,48.12,43.17
Rep4-H2O2-Ctrl,d062721-210min-H2O2-M24KO-R4,210min,H7,10956,7155,8408,4727.76,57.49,52.32
Rep1-0Pi-Ctrl,d060521-240min-0Pi-M24KO,240min,A9,9277,38719,42314,15613.89,38.81,36.7
Rep1-0Pi-Ctrl,d060521-240min-0Pi-M24KO,240min,A10,11114,19574,19982,8249.44,40.13,39.95
Rep1-0Pi-Ctrl,d060521-240min-0Pi-M24KO,240min,A11,9442,10349,12573,6245.09,53.74,51.74
Rep1-0Pi-Ctrl,d060521-240min-0Pi-M24KO,240min,A12,10876,8537,10996,6139.42,61.39,57.41
Rep1-0Pi-Ctrl,d060521-240min-0Pi-M24KO,240min,B9,9844,39600,40270,16639.54,40.59,38.17
Rep1-0Pi-Ctrl,d060521-240min-0Pi-M24KO,240min,B10,10525,16945,17505,7100.77,39.12,38.77
Rep1-0Pi-Ctrl,d060521-240min-0Pi-M24KO,240min,B11,9961,11546,12104,6548.05,51.22,48.55
Rep1-0Pi-Ctrl,d060521-240min-0Pi-M24KO,240min,B12,11038,7611,9829,4899.91,56.44,52.33
Rep1-0Pi-Ctrl,d060521-240min-0Pi-M24KO,240min,C9,11403,39485,43382,16316.74,39.64,38.22
Rep1-0Pi-Ctrl,d060521-240min-0Pi-M24KO,240min,C10,11559,26100,26817,11003.55,40.18,39.22
Rep1-0Pi-Ctrl,d060521-240min-0Pi-M24KO,240min,C11,10689,8584,7855,4676.39,49.02,47.84
Rep1-0Pi-Ctrl,d060521-240min-0Pi-M24KO,240min,C12,10475,9061,11420,6165.13,59.15,56.07
Rep1-0Pi-Ctrl,d060521-240min-0Pi-M24KO,240min,D9,11314,40569,44396,17437.66,41.07,40.78
Rep1-0Pi-Ctrl,d060521-240min-0Pi-M24KO,240min,D11,11149,8747,10016,5221.91,53.72,48.19
Rep1-0Pi-Ctrl,d060521-240min-0Pi-M24KO,240min,E9,11723,32809,30906,14141.37,40.76,40.53
Rep1-0Pi-Ctrl,d060521-240min-0Pi-M24KO,240min,E11,11457,8761,8543,4762.19,49.1,45.56
Rep1-0Pi-Ctrl,d060521-240min-0Pi-M24KO,240min,F9,9912,25110,28139,10392.52,40.44,41.92
Rep1-0Pi-Ctrl,d060521-240min-0Pi-M24KO,240min,F11,10363,8782,9652,5636.02,56.1,52.06
Rep1-0Pi-Ctrl,d060521-240min-0Pi-M24KO,240min,G9,11701,22523,25041,9497.38,40.45,41.65
Rep1-0Pi-Ctrl,d060521-240min-0Pi-M24KO,240min,G11,11586,8097,9478,4878.11,53.36,50.52
Rep1-0Pi-Ctrl,d060521-240min-0Pi-M24KO,240min,H9,11475,20552,22857,8479.9,39.63,39.32
Rep1-0Pi-Ctrl,d060521-240min-0Pi-M24KO,240min,H11,11129,8713,9309,5965.5,58.98,53.63
Rep2-0Pi-Rep1-H2O2,d060621-240min-0Pi-M24KO,240min,A9,9876,38634,41298,16332.33,40.79,39.68
Rep2-0Pi-Rep1-H2O2,d060621-240min-0Pi-M24KO,240min,A10,12102,17670,19110,7676.47,41.22,40.04
Rep2-0Pi-Rep1-H2O2,d060621-240min-0Pi-M24KO,240min,A11,10232,42518,38341,19518.28,42.17,39.42
Rep2-0Pi-Rep1-H2O2,d060621-240min-0Pi-M24KO,240min,A12,10757,57235,64652,26939.56,45.64,36.25
Rep2-0Pi-Rep1-H2O2,d060621-240min-0Pi-M24KO,240min,B9,9609,36896,40252,15530.65,40.49,39.57
Rep2-0Pi-Rep1-H2O2,d060621-240min-0Pi-M24KO,240min,B10,11004,16922,19997,7245.79,40.19,39.78
Rep2-0Pi-Rep1-H2O2,d060621-240min-0Pi-M24KO,240min,B11,10526,35391,34831,17005.67,43.38,39.07
Rep2-0Pi-Rep1-H2O2,d060621-240min-0Pi-M24KO,240min,B12,12726,46303,46650,21038.57,42.23,37.88
Rep2-0Pi-Rep1-H2O2,d060621-240min-0Pi-M24KO,240min,C9,10675,41979,46627,17093.97,39.13,37.57
Rep2-0Pi-Rep1-H2O2,d060621-240min-0Pi-M24KO,240min,C10,11324,24388,27462,10017.13,39.09,38.26
Rep2-0Pi-Rep1-H2O2,d060621-240min-0Pi-M24KO,240min,C11,9645,45585,47800,21703.71,43.93,40.2
Rep2-0Pi-Rep1-H2O2,d060621-240min-0Pi-M24KO,240min,C12,10615,60910,61334,30020.18,46.32,40.68
Rep2-0Pi-Rep1-H2O2,d060621-240min-0Pi-M24KO,240min,D9,11273,40656,44405,17353.3,41.08,39.95
Rep2-0Pi-Rep1-H2O2,d060621-240min-0Pi-M24KO,240min,D11,10672,44225,44381,20400.79,43.04,38.75
Rep2-0Pi-Rep1-H2O2,d060621-240min-0Pi-M24KO,240min,E9,12412,36031,41272,14461.52,38.56,37.38
Rep2-0Pi-Rep1-H2O2,d060621-240min-0Pi-M24KO,240min,E11,12180,42747,47801,18427.52,40.27,36.71
Rep2-0Pi-Rep1-H2O2,d060621-240min-0Pi-M24KO,240min,F9,11522,21692,25047,9128.67,40.8,40.53
Rep2-0Pi-Rep1-H2O2,d060621-240min-0Pi-M24KO,240min,F11,9919,46092,50234,21759.26,43.6,40.76
Rep2-0Pi-Rep1-H2O2,d060621-240min-0Pi-M24KO,240min,G9,11318,22081,23385,8913.06,38.9,39.57
Rep2-0Pi-Rep1-H2O2,d060621-240min-0Pi-M24KO,240min,G11,9655,47553,47821,23167.19,44.88,42.03
Rep2-0Pi-Rep1-H2O2,d060621-240min-0Pi-M24KO,240min,H9,12054,22140,26256,9218.28,40.43,40.42
Rep2-0Pi-Rep1-H2O2,d060621-240min-0Pi-M24KO,240min,H11,9535,48024,54226,22952.86,44.25,40.67
Rep3-0Pi-Rep2-H2O2,d061221-240min-0Pi-M24KO,240min,A9,11453,38158,41283,15734.87,39.96,38.29
Rep3-0Pi-Rep2-H2O2,d061221-240min-0Pi-M24KO,240min,A10,12165,18525,19986,8259.32,41.86,42.03
Rep3-0Pi-Rep2-H2O2,d061221-240min-0Pi-M24KO,240min,A11,10250,44486,44372,21711.15,45.25,41.2
Rep3-0Pi-Rep2-H2O2,d061221-240min-0Pi-M24KO,240min,A12,12566,50917,51500,24963.33,46.56,41.69
Rep3-0Pi-Rep2-H2O2,d061221-240min-0Pi-M24KO,240min,B9,11978,36053,39251,14869.46,39.92,38.72
Rep3-0Pi-Rep2-H2O2,d061221-240min-0Pi-M24KO,240min,B10,12367,18376,19551,7643.17,39.53,39.74
Rep3-0Pi-Rep2-H2O2,d061221-240min-0Pi-M24KO,240min,B11,10634,36398,34048,18333.14,45.43,40.85
Rep3-0Pi-Rep2-H2O2,d061221-240min-0Pi-M24KO,240min,B12,11809,49859,55580,25439.83,48.79,43.06
Rep3-0Pi-Rep2-H2O2,d061221-240min-0Pi-M24KO,240min,C9,12104,38752,40251,16716.23,41.5,40.26
Rep3-0Pi-Rep2-H2O2,d061221-240min-0Pi-M24KO,240min,C10,12526,21624,20893,9288.67,40.81,40.49
Rep3-0Pi-Rep2-H2O2,d061221-240min-0Pi-M24KO,240min,C11,10767,49525,49005,24211.4,45.46,40.84
Rep3-0Pi-Rep2-H2O2,d061221-240min-0Pi-M24KO,240min,C12,11252,56317,54205,28062.78,46.97,41.56
Rep3-0Pi-Rep2-H2O2,d061221-240min-0Pi-M24KO,240min,D9,12873,38600,42273,15943.1,39.82,38.8
Rep3-0Pi-Rep2-H2O2,d061221-240min-0Pi-M24KO,240min,D11,12796,47569,48999,20995.04,41.07,37.39
Rep3-0Pi-Rep2-H2O2,d061221-240min-0Pi-M24KO,240min,E9,13493,36445,39320,15204.49,40.14,39.38
Rep3-0Pi-Rep2-H2O2,d061221-240min-0Pi-M24KO,240min,E11,11805,47688,50268,22070.98,42.99,38.87
Rep3-0Pi-Rep2-H2O2,d061221-240min-0Pi-M24KO,240min,F9,12897,21120,22861,9125.42,41.45,41.21
Rep3-0Pi-Rep2-H2O2,d061221-240min-0Pi-M24KO,240min,F11,10606,52116,54256,26953.22,48.22,44.1
Rep3-0Pi-Rep2-H2O2,d061221-240min-0Pi-M24KO,240min,G9,11773,21104,24490,9272.7,42.14,43.25
Rep3-0Pi-Rep2-H2O2,d061221-240min-0Pi-M24KO,240min,G11,11070,51773,50190,26641.08,47.85,42.48
Rep3-0Pi-Rep2-H2O2,d061221-240min-0Pi-M24KO,240min,H9,12156,21600,23910,8934.29,40.16,41.1
Rep3-0Pi-Rep2-H2O2,d061221-240min-0Pi-M24KO,240min,H11,11833,52155,52821,25372.83,45.48,40.99
Rep3-H2O2-Ctrl,d062621-240min-H2O2-M24KO,240min,A9,10076,48997,52840,24011.75,45.55,43.3
Rep3-H2O2-Ctrl,d062621-240min-H2O2-M24KO,240min,A10,12468,60568,69752,31777.6,49.25,45.08
Rep3-H2O2-Ctrl,d062621-240min-H2O2-M24KO,240min,A11,12891,8679,8841,4515.77,47.79,46.58
Rep3-H2O2-Ctrl,d062621-240min-H2O2-M24KO,240min,A12,13427,6629,6910,3635.37,49.63,47.37
Rep3-H2O2-Ctrl,d062621-240min-H2O2-M24KO,240min,B9,10336,34900,38350,17729.44,45.57,42.35
Rep3-H2O2-Ctrl,d062621-240min-H2O2-M24KO,240min,B10,15109,61878,59918,30685.87,47.13,40.99
Rep3-H2O2-Ctrl,d062621-240min-H2O2-M24KO,240min,B11,11800,9692,11191,4858.18,46.09,44.48
Rep3-H2O2-Ctrl,d062621-240min-H2O2-M24KO,240min,B12,13559,6313,8246,3532.7,50.5,48.28
Rep3-H2O2-Ctrl,d062621-240min-H2O2-M24KO,240min,C9,11183,45605,47789,23456.39,47.69,44.49
Rep3-H2O2-Ctrl,d062621-240min-H2O2-M24KO,240min,C10,11789,65545,66152,32643.91,46.64,40.93
Rep3-H2O2-Ctrl,d062621-240min-H2O2-M24KO,240min,C11,11781,8117,8385,4946.02,54.18,47.67
Rep3-H2O2-Ctrl,d062621-240min-H2O2-M24KO,240min,C12,10394,7051,8840,4645.25,57.89,54.14
Rep3-H2O2-Ctrl,d062621-240min-H2O2-M24KO,240min,D9,16495,49681,51511,21631.9,40.88,36.94
Rep3-H2O2-Ctrl,d062621-240min-H2O2-M24KO,240min,D11,12196,7662,9302,3903.72,46.93,45.35
Rep3-H2O2-Ctrl,d062621-240min-H2O2-M24KO,240min,E9,11795,55640,66277,27993.65,46.94,42.78
Rep3-H2O2-Ctrl,d062621-240min-H2O2-M24KO,240min,E11,11020,7655,7597,4243.95,49.95,48.26
Rep3-H2O2-Ctrl,d062621-240min-H2O2-M24KO,240min,F9,11140,61517,64625,31259.01,47.41,43.6
Rep3-H2O2-Ctrl,d062621-240min-H2O2-M24KO,240min,F11,11292,7048,8829,3811.79,49.32,49.43
Rep3-H2O2-Ctrl,d062621-240min-H2O2-M24KO,240min,G9,11462,61797,64661,30739.47,46.14,42.3
Rep3-H2O2-Ctrl,d062621-240min-H2O2-M24KO,240min,G11,12043,7311,8115,4026.18,49.89,48.51
Rep3-H2O2-Ctrl,d062621-240min-H2O2-M24KO,240min,H9,11879,59550,66218,30872.66,48.76,43.44
Rep3-H2O2-Ctrl,d062621-240min-H2O2-M24KO,240min,H11,13450,7648,9648,4159.88,49.51,48.68
Rep4-H2O2-Ctrl,d062721-240min-H2O2-M24KO-R4,240min,A9,9862,45232,45549,23171.65,47.5,44.85
Rep4-H2O2-Ctrl,d062721-240min-H2O2-M24KO-R4,240min,A10,12130,51706,61405,27280.64,49.08,45.9
Rep4-H2O2-Ctrl,d062721-240min-H2O2-M24KO-R4,240min,A11,11142,8132,10385,5631.83,59.86,52.02
Rep4-H2O2-Ctrl,d062721-240min-H2O2-M24KO-R4,240min,A12,11530,8256,8671,6346.69,64.38,58.8
Rep4-H2O2-Ctrl,d062721-240min-H2O2-M24KO-R4,240min,B9,9587,33824,31679,17963.95,47.33,43.82
Rep4-H2O2-Ctrl,d062721-240min-H2O2-M24KO-R4,240min,B10,13174,56657,67917,28480.17,47.62,43.25
Rep4-H2O2-Ctrl,d062721-240min-H2O2-M24KO-R4,240min,B11,11296,8828,11205,5458.58,54.46,50.97
Rep4-H2O2-Ctrl,d062721-240min-H2O2-M24KO-R4,240min,B12,13112,7609,9658,5478.02,61.56,55.84
Rep4-H2O2-Ctrl,d062721-240min-H2O2-M24KO-R4,240min,C9,9588,46911,40292,23340.64,45.34,42.52
Rep4-H2O2-Ctrl,d062721-240min-H2O2-M24KO-R4,240min,C10,9902,69492,66273,39838.87,53.85,47.82
Rep4-H2O2-Ctrl,d062721-240min-H2O2-M24KO-R4,240min,C11,10938,8565,10394,5433.45,55.85,50.99
Rep4-H2O2-Ctrl,d062721-240min-H2O2-M24KO-R4,240min,C12,11247,8394,9823,6382.53,64.44,59.21
Rep4-H2O2-Ctrl,d062721-240min-H2O2-M24KO-R4,240min,D9,14057,45180,44397,20167.12,41.45,37.65
Rep4-H2O2-Ctrl,d062721-240min-H2O2-M24KO-R4,240min,D11,12140,6885,8246,4701.7,59.02,50.55
Rep4-H2O2-Ctrl,d062721-240min-H2O2-M24KO-R4,240min,E9,10725,48300,42272,23352.87,44.24,41.59
Rep4-H2O2-Ctrl,d062721-240min-H2O2-M24KO-R4,240min,E11,11173,8835,9835,5641.74,56.32,51.33
Rep4-H2O2-Ctrl,d062721-240min-H2O2-M24KO-R4,240min,F9,10022,53188,63011,29173.23,50.44,46.72
Rep4-H2O2-Ctrl,d062721-240min-H2O2-M24KO-R4,240min,F11,12129,8755,9657,5979.57,59.34,54.19
Rep4-H2O2-Ctrl,d062721-240min-H2O2-M24KO-R4,240min,G9,12104,53326,55564,28168.69,48.59,44.13
